From	To	Species	Gene Name
266836_at	AT2G26000	Arabidopsis thaliana	zinc finger (C3HC4-type RING finger) family protein(BRIZ2)
250494_at	AT5G09740	Arabidopsis thaliana	histone acetyltransferase of the MYST family 2(HAM2)
256255_at	AT3G11280	Arabidopsis thaliana	Duplicated homeodomain-like superfamily protein(AT3G11280)
245153_at	AT5G12450	Arabidopsis thaliana	FBD-like domain family protein(AT5G12450)
262294_at	AT1G27610	Arabidopsis thaliana	hypothetical protein(AT1G27610)
264942_at	AT1G67340	Arabidopsis thaliana	HCP-like superfamily protein with MYND-type zinc finger(AT1G67340)
254348_at	AT4G22150	Arabidopsis thaliana	UBA/UBX domain protein(PUX3)
245725_at	AT1G73370	Arabidopsis thaliana	sucrose synthase 6(SUS6)
260387_at	AT1G74100	Arabidopsis thaliana	sulfotransferase 16(SOT16)
265259_at	AT2G20330	Arabidopsis thaliana	Transducin/WD40 repeat-like superfamily protein(AT2G20330)
248360_at	AT5G52430	Arabidopsis thaliana	hydroxyproline-rich glycoprotein family protein(AT5G52430)
258253_at	AT3G26760	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(AT3G26760)
251829_at	AT3G55020	Arabidopsis thaliana	Ypt/Rab-GAP domain of gyp1p superfamily protein(AT3G55020)
253012_at	AT4G37900	Arabidopsis thaliana	hypothetical protein (duplicated DUF1399)(AT4G37900)
250241_at	AT5G13600	Arabidopsis thaliana	Phototropic-responsive NPH3 family protein(AT5G13600)
247885_at	AT5G57830	Arabidopsis thaliana	zein-binding protein (Protein of unknown function, DUF593)(AT5G57830)
256243_at	AT3G12500	Arabidopsis thaliana	basic chitinase(HCHIB)
245905_at	AT5G11090	Arabidopsis thaliana	serine-rich protein-like protein(AT5G11090)
262282_at	AT1G68610	Arabidopsis thaliana	PLANT CADMIUM RESISTANCE 11(PCR11)
267213_at	AT2G44120	Arabidopsis thaliana	Ribosomal protein L30/L7 family protein(AT2G44120)
245141_at	AT2G45400	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(BEN1)
264929_at	AT1G60730	Arabidopsis thaliana	NAD(P)-linked oxidoreductase superfamily protein(AT1G60730)
257435_at	AT2G24590	Arabidopsis thaliana	RNA recognition motif and CCHC-type zinc finger domains containing protein(RSZ22a)
263412_at	AT2G28720	Arabidopsis thaliana	Histone superfamily protein(AT2G28720)
267142_at	AT2G38290	Arabidopsis thaliana	ammonium transporter 2(AMT2)
248680_at	AT5G48840	Arabidopsis thaliana	pantoate-beta-alanine ligase(PANC)
247800_at	AT5G58570	Arabidopsis thaliana	transmembrane protein(AT5G58570)
258760_at	AT3G10780	Arabidopsis thaliana	emp24/gp25L/p24 family/GOLD family protein(AT3G10780)
266451_at	AT2G43090	Arabidopsis thaliana	Aconitase/3-isopropylmalate dehydratase protein(AT2G43090)
262920_at	AT1G79500	Arabidopsis thaliana	Aldolase-type TIM barrel family protein(AtkdsA1)
249767_at	AT5G24090	Arabidopsis thaliana	chitinase A(CHIA)
249706_at	AT5G35600	Arabidopsis thaliana	histone deacetylase7(HDA7)
248443_at	AT5G51310	Arabidopsis thaliana	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT5G51310)
266824_at	AT2G22800	Arabidopsis thaliana	Homeobox-leucine zipper protein family(HAT9)
253531_at	AT4G31540	Arabidopsis thaliana	exocyst subunit exo70 family protein G1(EXO70G1)
263799_at	AT2G24550	Arabidopsis thaliana	major centromere autoantigen B-like protein(AT2G24550)
258149_at	AT3G18110	Arabidopsis thaliana	Pentatricopeptide repeat (PPR) superfamily protein(EMB1270)
264188_at	AT1G54690	Arabidopsis thaliana	gamma histone variant H2AX(GAMMA-H2AX)
248372_at	AT5G51850	Arabidopsis thaliana	hypothetical protein(TRM24)
261209_at	AT1G12810	Arabidopsis thaliana	proline-rich family protein(AT1G12810)
245713_at	AT5G04370	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(NAMT1)
264930_at	AT1G60800	Arabidopsis thaliana	NSP-interacting kinase 3(NIK3)
260006_at	AT1G68000	Arabidopsis thaliana	phosphatidylinositol synthase 1(PIS1)
249835_s_at	AT5G23490	Arabidopsis thaliana	hypothetical protein(AT5G23490)
258265_at	AT3G15800	Arabidopsis thaliana	Glycosyl hydrolase superfamily protein(AT3G15800)
251817_at	AT3G54840	Arabidopsis thaliana	Ras-related small GTP-binding family protein(ARA6)
253024_at	AT4G38080	Arabidopsis thaliana	hydroxyproline-rich glycoprotein family protein(AT4G38080)
251129_at	AT5G01150	Arabidopsis thaliana	hypothetical protein (DUF674)(AT5G01150)
256877_at	AT3G26470	Arabidopsis thaliana	Powdery mildew resistance protein, RPW8 domain-containing protein(AT3G26470)
259902_at	AT1G74170	Arabidopsis thaliana	receptor like protein 13(RLP13)
265318_at	AT2G22650	Arabidopsis thaliana	FAD-dependent oxidoreductase family protein(AT2G22650)
247873_at	AT5G57690	Arabidopsis thaliana	diacylglycerol kinase 4(DGK4)
259330_at	AT3G16270	Arabidopsis thaliana	ENTH/VHS family protein(AT3G16270)
246670_at	AT5G30520	Arabidopsis thaliana	hypothetical protein(AT5G30520)
263104_at	AT2G05120	Arabidopsis thaliana	Nucleoporin, Nup133/Nup155-like protein(AT2G05120)
246477_at	AT5G16770	Arabidopsis thaliana	myb domain protein 9(MYB9)
265899_s_at	AT2G25700	Arabidopsis thaliana	SKP1-like 3(SK3)
264814_at	AT2G17900	Arabidopsis thaliana	SET domain group 37(SDG37)
265694_at	AT2G24440	Arabidopsis thaliana	selenium binding protein(AT2G24440)
251636_at	AT3G57530	Arabidopsis thaliana	calcium-dependent protein kinase 32(CPK32)
246548_at	AT5G14910	Arabidopsis thaliana	Heavy metal transport/detoxification superfamily protein(AT5G14910)
261789_at	AT1G15930	Arabidopsis thaliana	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein(AT1G15930)
265247_at	AT2G43030	Arabidopsis thaliana	Ribosomal protein L3 family protein(AT2G43030)
245298_at	AT4G15010	Arabidopsis thaliana	Mitochondrial substrate carrier family protein(AT4G15010)
265355_at	AT2G16760	Arabidopsis thaliana	Calcium-dependent phosphotriesterase superfamily protein(AT2G16760)
261881_at	AT1G80760	Arabidopsis thaliana	NOD26-like intrinsic protein 6;1(NIP6;1)
267588_at	AT2G42060	Arabidopsis thaliana	Cysteine/Histidine-rich C1 domain family protein(AT2G42060)
258470_at	AT3G06035	Arabidopsis thaliana	Glycoprotein membrane precursor GPI-anchored(AT3G06035)
265682_at	AT2G24390	Arabidopsis thaliana	AIG2-like (avirulence induced gene) family protein(AT2G24390)
251648_at	AT3G57720	Arabidopsis thaliana	Protein kinase superfamily protein(AT3G57720)
248323_at	AT5G52770	Arabidopsis thaliana	Copper transport protein family(AT5G52770)
266812_at	AT2G44830	Arabidopsis thaliana	Protein kinase superfamily protein(AT2G44830)
252429_at	AT3G47500	Arabidopsis thaliana	cycling DOF factor 3(CDF3)
251407_at	AT3G60350	Arabidopsis thaliana	ARABIDILLO-2(ARABIDILLO-2)
263787_at	AT2G46420	Arabidopsis thaliana	helicase with zinc finger protein(AT2G46420)
246428_at	AT5G17410	Arabidopsis thaliana	Spc97 / Spc98 family of spindle pole body (SBP) component(AT5G17410)
256231_at	AT3G12630	Arabidopsis thaliana	A20/AN1-like zinc finger family protein(SAP5)
251299_at	AT3G61950	Arabidopsis thaliana	basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT3G61950)
253302_at	AT4G33660	Arabidopsis thaliana	cysteine-rich TM module stress tolerance protein(AT4G33660)
251058_at	AT5G01790	Arabidopsis thaliana	hypothetical protein(AT5G01790)
259926_at	AT1G75090	Arabidopsis thaliana	DNA glycosylase superfamily protein(AT1G75090)
250277_at	AT5G12940	Arabidopsis thaliana	Leucine-rich repeat (LRR) family protein(AT5G12940)
262907_at	AT1G59720	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(CRR28)
262919_at	AT1G79380	Arabidopsis thaliana	Ca(2)-dependent phospholipid-binding protein (Copine) family(RGLG4)
251975_at	AT3G53230	Arabidopsis thaliana	ATPase, AAA-type, CDC48 protein(AtCDC48B)
259354_at	AT3G05220	Arabidopsis thaliana	Heavy metal transport/detoxification superfamily protein(AT3G05220)
265114_at	AT1G62440	Arabidopsis thaliana	leucine-rich repeat/extensin 2(LRX2)
253555_at	AT4G31080	Arabidopsis thaliana	integral membrane metal-binding family protein (DUF2296)(AT4G31080)
261777_at	AT1G76210	Arabidopsis thaliana	DUF241 domain protein, putative (DUF241)(AT1G76210)
258796_at	AT3G04630	Arabidopsis thaliana	WVD2-like 1(WDL1)
245187_s_at	AT1G67650	Arabidopsis thaliana	SRP72 RNA-binding domain-containing protein(AT1G67650)
252430_at	AT3G47470	Arabidopsis thaliana	light-harvesting chlorophyll-protein complex I subunit A4(LHCA4)
255192_at	AT4G07380	Arabidopsis thaliana	hypothetical protein(AT4G07380)
264802_at	AT1G08560	Arabidopsis thaliana	syntaxin of plants 111(SYP111)
264905_at	AT2G17430	Arabidopsis thaliana	Seven transmembrane MLO family protein(MLO7)
263448_at	AT2G31660	Arabidopsis thaliana	ARM repeat superfamily protein(SAD2)
251987_at	AT3G53280	Arabidopsis thaliana	cytochrome p450 71b5(CYP71B5)
257447_at	AT2G04230	Arabidopsis thaliana	FBD, F-box and Leucine Rich Repeat domains containing protein(AT2G04230)
255553_at	AT4G01960	Arabidopsis thaliana	transmembrane protein(AT4G01960)
259342_at	AT3G03890	Arabidopsis thaliana	FMN binding protein(AT3G03890)
253658_at	AT4G30120	Arabidopsis thaliana	heavy metal atpase 3(HMA3)
258137_at	AT3G24515	Arabidopsis thaliana	ubiquitin-conjugating enzyme 37(UBC37)
254324_at	AT4G22640	Arabidopsis thaliana	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G22640)
267250_at	AT2G23060	Arabidopsis thaliana	Acyl-CoA N-acyltransferases (NAT) superfamily protein(AT2G23060)
266800_at	AT2G22880	Arabidopsis thaliana	VQ motif-containing protein(AT2G22880)
263461_at	AT2G31800	Arabidopsis thaliana	Integrin-linked protein kinase family(AT2G31800)
246102_at	AT5G32590	Arabidopsis thaliana	myosin heavy chain-like protein(AT5G32590)
267008_at	AT2G39350	Arabidopsis thaliana	ABC-2 type transporter family protein(ABCG1)
258469_at	AT3G06050	Arabidopsis thaliana	peroxiredoxin IIF(PRXIIF)
263775_at	AT2G46410	Arabidopsis thaliana	Homeodomain-like superfamily protein(CPC)
258482_at	AT3G02530	Arabidopsis thaliana	TCP-1/cpn60 chaperonin family protein(AT3G02530)
252417_at	AT3G47480	Arabidopsis thaliana	Calcium-binding EF-hand family protein(AT3G47480)
263219_at	AT1G30600	Arabidopsis thaliana	Subtilase family protein(AT1G30600)
248576_at	AT5G49810	Arabidopsis thaliana	methionine S-methyltransferase(MMT)
246416_at	AT5G16920	Arabidopsis thaliana	Fasciclin-like arabinogalactan family protein(AT5G16920)
256889_at	AT3G24010	Arabidopsis thaliana	RING/FYVE/PHD zinc finger superfamily protein(ING1)
251046_at	AT5G02370	Arabidopsis thaliana	ATP binding microtubule motor family protein(AT5G02370)
259914_at	AT1G72640	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(AT1G72640)
250290_at	AT5G13310	Arabidopsis thaliana	hypothetical protein(AT5G13310)
257460_at	AT1G75580	Arabidopsis thaliana	SAUR-like auxin-responsive protein family(AT1G75580)
258216_at	AT3G17980	Arabidopsis thaliana	Calcium-dependent lipid-binding (CaLB domain) family protein(C2)
258241_at	AT3G27650	Arabidopsis thaliana	LOB domain-containing protein 25(LBD25)
251963_at	AT3G53570	Arabidopsis thaliana	serine/threonine-protein kinase AFC1(FC1)
252442_at	AT3G46940	Arabidopsis thaliana	DUTP-PYROPHOSPHATASE-LIKE 1(DUT1)
251420_at	AT3G60490	Arabidopsis thaliana	Integrase-type DNA-binding superfamily protein(AT3G60490)
248008_at	AT5G56270	Arabidopsis thaliana	WRKY DNA-binding protein 2(WRKY2)
265102_at	AT1G30870	Arabidopsis thaliana	Peroxidase superfamily protein(AT1G30870)
261765_at	AT1G15570	Arabidopsis thaliana	CYCLIN A2;3(CYCA2;3)
251419_at	AT3G60470	Arabidopsis thaliana	transmembrane protein, putative (DUF247)(AT3G60470)
245286_at	AT4G14880	Arabidopsis thaliana	O-acetylserine (thiol) lyase (OAS-TL) isoform A1(OASA1)
261893_at	AT1G80690	Arabidopsis thaliana	PPPDE putative thiol peptidase family protein(AT1G80690)
245072_s_at	AT2G23190	Arabidopsis thaliana	cytochrome P450, family 81, subfamily D, polypeptide 7(CYP81D7)
263436_at	AT2G28690	Arabidopsis thaliana	TOX high mobility group box protein, putative (DUF1635)(AT2G28690)
260171_at	AT1G71910	Arabidopsis thaliana	hypothetical protein(AT1G71910)
255565_at	AT4G01760	Arabidopsis thaliana	Cysteine/Histidine-rich C1 domain family protein(AT4G01760)
248311_at	AT5G52570	Arabidopsis thaliana	beta-carotene hydroxylase 2(BETA-OHASE 2)
256890_at	AT3G23830	Arabidopsis thaliana	glycine-rich RNA-binding protein 4(GRP4)
253314_at	AT4G33890	Arabidopsis thaliana	transcriptional regulator of RNA polII, SAGA, subunit(AT4G33890)
267262_at	AT2G22990	Arabidopsis thaliana	sinapoylglucose 1(SNG1)
254336_at	AT4G22050	Arabidopsis thaliana	Eukaryotic aspartyl protease family protein(AT4G22050)
263207_at	AT1G10550	Arabidopsis thaliana	xyloglucan:xyloglucosyl transferase 33(XTH33)
252405_at	AT3G48120	Arabidopsis thaliana	serine/arginine-rich splicing factor(AT3G48120)
250289_at	AT5G13190	Arabidopsis thaliana	GSH-induced LITAF domain protein(GILP)
246114_at	AT5G20250	Arabidopsis thaliana	Raffinose synthase family protein(DIN10)
265331_at	AT2G18420	Arabidopsis thaliana	Gibberellin-regulated family protein(AT2G18420)
263473_at	AT2G31750	Arabidopsis thaliana	UDP-glucosyl transferase 74D1(UGT74D1)
248588_at	AT5G49540	Arabidopsis thaliana	Rab5-interacting family protein(AT5G49540)
253543_at	AT4G31270	Arabidopsis thaliana	sequence-specific DNA binding transcription factor(AT4G31270)
249718_at	AT5G35740	Arabidopsis thaliana	Carbohydrate-binding X8 domain superfamily protein(AT5G35740)
262077_at	AT1G59610	Arabidopsis thaliana	dynamin-like 3(DL3)
264917_at	AT1G60500	Arabidopsis thaliana	Dynamin related protein 4C(DRP4C)
250253_at	AT5G13640	Arabidopsis thaliana	phospholipid:diacylglycerol acyltransferase(PDAT)
258784_at	AT3G11770	Arabidopsis thaliana	Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT3G11770)
259951_at	AT1G71490	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G71490)
251999_at	AT3G52700	Arabidopsis thaliana	hypothetical protein(AT3G52700)
262994_at	AT1G54420	Arabidopsis thaliana	hypothetical protein(AT1G54420)
257459_at	AT1G24040	Arabidopsis thaliana	Acyl-CoA N-acyltransferases (NAT) superfamily protein(AT1G24040)
248021_at	AT5G56500	Arabidopsis thaliana	TCP-1/cpn60 chaperonin family protein(Cpn60beta3)
260158_at	AT1G79910	Arabidopsis thaliana	Regulator of Vps4 activity in the MVB pathway protein(AT1G79910)
251105_at	AT5G01730	Arabidopsis thaliana	SCAR family protein 4(SCAR4)
261856_at	AT1G50530	Arabidopsis thaliana	hypothetical protein(AT1G50530)
253579_at	AT4G30610	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(BRS1)
261753_at	AT1G76340	Arabidopsis thaliana	golgi nucleotide sugar transporter 3(GONST3)
258101_at	AT3G23590	Arabidopsis thaliana	REF4-related 1(RFR1)
253671_at	AT4G29990	Arabidopsis thaliana	Leucine-rich repeat transmembrane protein kinase protein(AT4G29990)
253000_at	AT4G38360	Arabidopsis thaliana	organic solute transporter ostalpha protein (DUF300)(LAZ1)
253170_at	AT4G35130	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(AT4G35130)
250324_at	AT5G12040	Arabidopsis thaliana	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein(AT5G12040)
251275_at	AT3G61720	Arabidopsis thaliana	Ca2+dependent plant phosphoribosyltransferase family protein(AT3G61720)
245104_at	AT2G41600	Arabidopsis thaliana	Mitochondrial glycoprotein family protein(AT2G41600)
254300_at	AT4G22780	Arabidopsis thaliana	ACT domain repeat 7(ACR7)
246126_at	AT5G20070	Arabidopsis thaliana	nudix hydrolase homolog 19(NUDX19)
258602_at	AT3G02750	Arabidopsis thaliana	Protein phosphatase 2C family protein(AT3G02750)
250908_at	AT5G03680	Arabidopsis thaliana	Duplicated homeodomain-like superfamily protein(PTL)
263751_at	AT2G21300	Arabidopsis thaliana	ATP binding microtubule motor family protein(AT2G21300)
255577_at	AT4G01410	Arabidopsis thaliana	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT4G01410)
266679_at	AT2G03270	Arabidopsis thaliana	DNA-binding protein(AT2G03270)
265657_at	AT2G13840	Arabidopsis thaliana	Polymerase/histidinol phosphatase-like protein(AT2G13840)
255076_at	AT4G09130	Arabidopsis thaliana	RING/U-box superfamily protein(AT4G09130)
246524_at	AT5G15860	Arabidopsis thaliana	prenylcysteine methylesterase(PCME)
260055_at	AT1G78150	Arabidopsis thaliana	N-lysine methyltransferase(AT1G78150)
251673_at	AT3G57240	Arabidopsis thaliana	beta-1,3-glucanase 3(BG3)
246453_at	AT5G16830	Arabidopsis thaliana	syntaxin of plants 21(SYP21)
258614_at	AT3G02770	Arabidopsis thaliana	Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase(AT3G02770)
248347_at	AT5G52250	Arabidopsis thaliana	Transducin/WD40 repeat-like superfamily protein(RUP1)
267564_at	AT2G30740	Arabidopsis thaliana	Protein kinase superfamily protein(AT2G30740)
257484_at	AT1G01650	Arabidopsis thaliana	SIGNAL PEPTIDE PEPTIDASE-LIKE 4(SPPL4)
265669_at	AT2G32040	Arabidopsis thaliana	Major facilitator superfamily protein(AT2G32040)
259362_s_at	AT3G53640	Arabidopsis thaliana	Protein kinase superfamily protein(AT3G53640)
256206_at	AT1G50910	Arabidopsis thaliana	hypothetical protein(AT1G50910)
267166_at	AT2G37720	Arabidopsis thaliana	TRICHOME BIREFRINGENCE-LIKE 15(TBL15)
257086_at	AT3G20490	Arabidopsis thaliana	Rho GTPase-activating protein(AT3G20490)
251034_at	AT5G02040	Arabidopsis thaliana	prenylated RAB acceptor 1.A1(PRA1.A1)
258113_at	AT3G14650	Arabidopsis thaliana	cytochrome P450, family 72, subfamily A, polypeptide 11(CYP72A11)
261741_at	AT1G47870	Arabidopsis thaliana	winged-helix DNA-binding transcription factor family protein(ATE2F2)
254709_at	AT4G17890	Arabidopsis thaliana	ARF-GAP domain 8(AGD8)
259378_at	AT3G16310	Arabidopsis thaliana	mitotic phosphoprotein N' end (MPPN) family protein(AT3G16310)
262065_at	AT1G56180	Arabidopsis thaliana	ATP-dependent zinc metalloprotease(AT1G56180)
251287_at	AT3G61820	Arabidopsis thaliana	Eukaryotic aspartyl protease family protein(AT3G61820)
256218_at	AT1G56270	Arabidopsis thaliana	RPB1a(AT1G56270)
245116_at	AT2G41620	Arabidopsis thaliana	Nucleoporin interacting component (Nup93/Nic96-like) family protein(AT2G41620)
245382_at	AT4G17800	Arabidopsis thaliana	Putative AT-hook DNA-binding family protein(AT4G17800)
246138_at	AT5G19870	Arabidopsis thaliana	transmembrane epididymal protein (DUF716)(AT5G19870)
254741_s_at	AT4G13920	Arabidopsis thaliana	receptor like protein 50(RLP50)
250265_at	AT5G12900	Arabidopsis thaliana	DNA double-strand break repair RAD50 ATPase(AT5G12900)
247836_at	AT5G57860	Arabidopsis thaliana	Ubiquitin-like superfamily protein(AT5G57860)
255088_at	AT4G09350	Arabidopsis thaliana	Chaperone DnaJ-domain superfamily protein(NdhT)
249731_at	AT5G24440	Arabidopsis thaliana	CTC-interacting domain 13(CID13)
251661_at	AT3G56950	Arabidopsis thaliana	small and basic intrinsic protein 2;1(SIP2;1)
259366_at	AT1G13280	Arabidopsis thaliana	allene oxide cyclase 4(AOC4)
246814_at	AT5G27200	Arabidopsis thaliana	acyl carrier protein 5(ACP5)
265343_at	AT2G22570	Arabidopsis thaliana	nicotinamidase 1(NIC1)
246512_at	AT5G15630	Arabidopsis thaliana	COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family(IRX6)
266994_at	AT2G34440	Arabidopsis thaliana	AGAMOUS-like 29(AGL29)
250336_at	AT5G11720	Arabidopsis thaliana	Glycosyl hydrolases family 31 protein(AT5G11720)
267178_at	AT2G37750	Arabidopsis thaliana	hypothetical protein(AT2G37750)
259938_at	AT1G71310	Arabidopsis thaliana	cobalt ion binding protein(RAD52-1)
258494_at	AT3G02450	Arabidopsis thaliana	cell division protein ftsH(AT3G02450)
258228_at	AT3G27610	Arabidopsis thaliana	Nucleotidylyl transferase superfamily protein(AT3G27610)
