From	Entrez	Species	Description
AT5G23150	832379	Arabidopsis thaliana	Tudor/PWWP/MBT domain-containing protein(HUA2)
AT4G22210	828312	Arabidopsis thaliana	low-molecular-weight cysteine-rich 85(LCR85)
AT4G22217	828315	Arabidopsis thaliana	defensin-like protein(AT4G22217)
AT5G11160	830985	Arabidopsis thaliana	adenine phosphoribosyltransferase 5(APT5)
AT5G37790	833757	Arabidopsis thaliana	Protein kinase superfamily protein(AT5G37790)
AT5G35130	3771249	Arabidopsis thaliana	hypothetical protein(AT5G35130)
AT4G36850	829838	Arabidopsis thaliana	PQ-loop repeat family protein / transmembrane family protein(AT4G36850)
AT1G03530	839468	Arabidopsis thaliana	nuclear assembly factor 1(NAF1)
AT4G24880	828590	Arabidopsis thaliana	snurportin-1 protein(AT4G24880)
AT5G23140	832378	Arabidopsis thaliana	nuclear-encoded CLP protease P7(NCLPP7)
AT4G22220	828316	Arabidopsis thaliana	SufE/NifU family protein(ISU1)
AT5G35120	833465	Arabidopsis thaliana	MADS-box family protein(AT5G35120)
AT5G11170	830986	Arabidopsis thaliana	DEAD/DEAH box RNA helicase family protein(UAP56a)
AT5G37780	833756	Arabidopsis thaliana	calmodulin 1(CAM1)
AT4G34200	829568	Arabidopsis thaliana	D-3-phosphoglycerate dehydrogenase(EDA9)
AT4G36860	829839	Arabidopsis thaliana	LIM domain-containing protein(AT4G36860)
AT1G03520	839471	Arabidopsis thaliana	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein(AT1G03520)
AT1G39510	3767121	Arabidopsis thaliana	hypothetical protein(AT1G39510)
AT1G39511	3767122	Arabidopsis thaliana	hypothetical protein(AT1G39511)
AT1G15540	838124	Arabidopsis thaliana	2-oxoglutarate-dependent dioxygenase-like protein(AT1G15540)
AT5G23130	832377	Arabidopsis thaliana	Peptidoglycan-binding LysM domain-containing protein(AT5G23130)
AT5G25790	832648	Arabidopsis thaliana	Tesmin/TSO1-like CXC domain-containing protein(AT5G25790)
AT4G22235	828318	Arabidopsis thaliana	defensin-like protein(AT4G22235)
AT4G22233	5008154	Arabidopsis thaliana	ncRNA(AT4G22233)
AT1G39513	3767123	Arabidopsis thaliana	hypothetical protein(AT1G39513)
AT5G35118	3771248	Arabidopsis thaliana	hypothetical protein(AT5G35118)
AT3G03500	821247	Arabidopsis thaliana	TatD related DNase(AT3G03500)
AT4G22230	828317	Arabidopsis thaliana	defensin-like protein(AT4G22230)
AT4G24890	828591	Arabidopsis thaliana	purple acid phosphatase 24(PAP24)
AT5G35113	3771246	Arabidopsis thaliana	hypothetical protein(AT5G35113)
AT5G35116	3771247	Arabidopsis thaliana	hypothetical protein(AT5G35116)
AT1G27520	839643	Arabidopsis thaliana	Glycosyl hydrolase family 47 protein(AT1G27520)
AT5G35110	28721214	Arabidopsis thaliana	hypothetical protein(AT5G35110)
AT5G35111	3771245	Arabidopsis thaliana	miscRNA(AT5G35111)
AT5G11140	830982	Arabidopsis thaliana	phospholipase-like protein (PEARLI 4) family protein(AT5G11140)
AT4G34215	829570	Arabidopsis thaliana	carbohydrate esterase, putative (DUF303)(AT4G34215)
AT5G37770	833755	Arabidopsis thaliana	EF hand calcium-binding protein family(TCH2)
AT4G34210	829569	Arabidopsis thaliana	SKP1-like 11(SK11)
AT1G03550	839464	Arabidopsis thaliana	Secretory carrier membrane protein (SCAMP) family protein(SCAMP4)
AT4G36870	829840	Arabidopsis thaliana	BEL1-like homeodomain 2(BLH2)
AT5G23120	832376	Arabidopsis thaliana	photosystem II stability/assembly factor, chloroplast (HCF136)(HCF136)
AT1G15550	838125	Arabidopsis thaliana	gibberellin 3-oxidase 1(GA3OX1)
AT5G25780	832647	Arabidopsis thaliana	eukaryotic translation initiation factor 3B-2(EIF3B-2)
AT3G03510	821246	Arabidopsis thaliana	Phototropic-responsive NPH3 family protein(AT3G03510)
AT4G22240	828319	Arabidopsis thaliana	Plastid-lipid associated protein PAP / fibrillin family protein(AT4G22240)
AT4G36880	829841	Arabidopsis thaliana	cysteine proteinase1(CP1)
AT1G03545	10723130	Arabidopsis thaliana	ncRNA(AT1G03545)
AT1G27530	839644	Arabidopsis thaliana	ubiquitin-fold modifier-conjugating enzyme(AT1G27530)
AT5G37760	833754	Arabidopsis thaliana	Chaperone DnaJ-domain superfamily protein(AT5G37760)
AT5G35100	833461	Arabidopsis thaliana	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein(AT5G35100)
AT5G11150	830984	Arabidopsis thaliana	vesicle-associated membrane protein 713(VAMP713)
AT1G03540	839466	Arabidopsis thaliana	Pentatricopeptide repeat (PPR-like) superfamily protein(AT1G03540)
AT4G34220	829571	Arabidopsis thaliana	Leucine-rich repeat protein kinase family protein(AT4G34220)
AT4G22250	828320	Arabidopsis thaliana	RING/U-box superfamily protein(AT4G22250)
AT5G49700	835033	Arabidopsis thaliana	Putative AT-hook DNA-binding family protein(AT5G49700)
AT1G15520	838122	Arabidopsis thaliana	pleiotropic drug resistance 12(ABCG40)
AT5G25770	832646	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(AT5G25770)
AT5G23110	832375	Arabidopsis thaliana	Zinc finger, C3HC4 type (RING finger) family protein(AT5G23110)
AT3G03520	821244	Arabidopsis thaliana	non-specific phospholipase C3(NPC3)
AT4G36890	829842	Arabidopsis thaliana	Nucleotide-diphospho-sugar transferases superfamily protein(IRX14)
AT1G27500	839641	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(KLCR3)
AT5G37750	833753	Arabidopsis thaliana	Chaperone DnaJ-domain superfamily protein(AT5G37750)
AT5G13780	831223	Arabidopsis thaliana	Acyl-CoA N-acyltransferases (NAT) superfamily protein(AT5G13780)
AT1G03570	3766650	Arabidopsis thaliana	tRNA(AT1G03570)
AT3G15500	820789	Arabidopsis thaliana	NAC domain containing protein 3(NAC3)
AT4G34230	829572	Arabidopsis thaliana	cinnamyl alcohol dehydrogenase 5(CAD5)
AT5G49710	835034	Arabidopsis thaliana	RING finger protein(AT5G49710)
AT4G22260	828321	Arabidopsis thaliana	Alternative oxidase family protein(IM)
AT5G50700	835141	Arabidopsis thaliana	hydroxysteroid dehydrogenase 1(HSD1)
AT1G15530	838123	Arabidopsis thaliana	Concanavalin A-like lectin protein kinase family protein(AT1G15530)
AT3G15518	6240745	Arabidopsis thaliana	hypothetical protein(AT3G15518)
AT5G23100	832374	Arabidopsis thaliana	MIZU-KUSSEI-like protein (Protein of unknown function, DUF617)(AT5G23100)
AT5G25760	832645	Arabidopsis thaliana	peroxin4(PEX4)
AT3G03530	821243	Arabidopsis thaliana	non-specific phospholipase C4(NPC4)
AT1G27510	839642	Arabidopsis thaliana	UvrB/UvrC domain protein (DUF3506)(EX2)
AT4G34240	829573	Arabidopsis thaliana	aldehyde dehydrogenase 3I1(ALDH3I1)
AT2G04400	814980	Arabidopsis thaliana	Aldolase-type TIM barrel family protein(AT2G04400)
AT5G11130	830981	Arabidopsis thaliana	Exostosin family protein(AT5G11130)
AT5G37740	833752	Arabidopsis thaliana	Calcium-dependent lipid-binding (CaLB domain) family protein(AT5G37740)
AT5G13790	831224	Arabidopsis thaliana	AGAMOUS-like 15(AGL15)
AT1G03560	839458	Arabidopsis thaliana	Pentatricopeptide repeat (PPR-like) superfamily protein(AT1G03560)
AT4G10290	826621	Arabidopsis thaliana	RmlC-like cupins superfamily protein(AT4G10290)
AT3G15510	820790	Arabidopsis thaliana	NAC domain containing protein 2(NAC2)
AT4G24330	828536	Arabidopsis thaliana	hypothetical protein (DUF1682)(AT4G24330)
AT4G00360	828019	Arabidopsis thaliana	cytochrome P450, family 86, subfamily A, polypeptide 2(CYP86A2)
AT2G14460	815934	Arabidopsis thaliana	hypothetical protein(AT2G14460)
AT2G38430	818424	Arabidopsis thaliana	hypothetical protein(AT2G38430)
AT4G26990	828807	Arabidopsis thaliana	polyadenylate-binding protein interacting protein(AT4G26990)
AT1G64070	842711	Arabidopsis thaliana	Disease resistance protein (TIR-NBS-LRR class) family(RLM1)
AT4G12340	826843	Arabidopsis thaliana	copper ion binding protein(AT4G12340)
AT1G52087	2745820	Arabidopsis thaliana	hypothetical protein(AT1G52087)
AT2G26440	817184	Arabidopsis thaliana	Plant invertase/pectin methylesterase inhibitor superfamily(AT2G26440)
AT1G52085	3767440	Arabidopsis thaliana	miscRNA(AT1G52085)
AT1G52080	841637	Arabidopsis thaliana	actin binding protein family(AR791)
AT2G02470	814776	Arabidopsis thaliana	alfin-like 6(AL6)
AT4G38970	830052	Arabidopsis thaliana	fructose-bisphosphate aldolase 2(FBA2)
AT1G76050	843937	Arabidopsis thaliana	Pseudouridine synthase family protein(AT1G76050)
AT4G00350	827306	Arabidopsis thaliana	MATE efflux family protein(AT4G00350)
AT1G40099	3767149	Arabidopsis thaliana	hypothetical protein(AT1G40099)
AT4G00356	3770039	Arabidopsis thaliana	miscRNA(AT4G00356)
AT2G14455	2745528	Arabidopsis thaliana	hypothetical protein(AT2G14455)
AT1G40097	3767148	Arabidopsis thaliana	hypothetical protein(AT1G40097)
AT4G00355	827659	Arabidopsis thaliana	mesoderm induction early response protein(ATI2)
AT1G40095	3767147	Arabidopsis thaliana	hypothetical protein(AT1G40095)
AT2G38440	818425	Arabidopsis thaliana	SCAR homolog 2(SCAR2)
AT2G14450	815933	Arabidopsis thaliana	hypothetical protein(AT2G14450)
AT1G40093	3767146	Arabidopsis thaliana	hypothetical protein(AT1G40093)
AT1G40091	3767145	Arabidopsis thaliana	hypothetical protein(AT1G40091)
AT1G64080	842712	Arabidopsis thaliana	membrane-associated kinase regulator(MAKR2)
AT4G24340	828537	Arabidopsis thaliana	Phosphorylase superfamily protein(AT4G24340)
AT4G12330	826842	Arabidopsis thaliana	cytochrome P450, family 706, subfamily A, polypeptide 7(CYP706A7)
AT4G12334	6241296	Arabidopsis thaliana	Cytochrome P450 superfamily protein(AT4G12334)
AT1G76062	6241130	Arabidopsis thaliana	miscRNA(MIR835)
AT2G26430	817183	Arabidopsis thaliana	arginine-rich cyclin 1(RCY1)
AT1G76065	5007850	Arabidopsis thaliana	LYR family of Fe/S cluster biogenesis protein(AT1G76065)
AT2G02480	814777	Arabidopsis thaliana	AAA-type ATPase family protein(STI)
AT4G14990	827158	Arabidopsis thaliana	Topoisomerase II-associated protein PAT1(AT4G14990)
AT1G52070	841636	Arabidopsis thaliana	Mannose-binding lectin superfamily protein(AT1G52070)
AT4G38980	830053	Arabidopsis thaliana	hypothetical protein(AT4G38980)
AT1G76060	843938	Arabidopsis thaliana	LYR family of Fe/S cluster biogenesis protein(EMB1793)
AT4G00342	6240910	Arabidopsis thaliana	hypothetical protein(AT4G00342)
AT1G40089	3767144	Arabidopsis thaliana	miscRNA(AT1G40089)
AT4G00340	828079	Arabidopsis thaliana	receptor-like protein kinase 4(RLK4)
AT1G40087	840721	Arabidopsis thaliana	Plant transposase (Ptta/En/Spm family)(AT1G40087)
AT1G40085	3767143	Arabidopsis thaliana	hypothetical protein(AT1G40085)
AT1G40084	3767142	Arabidopsis thaliana	hypothetical protein(AT1G40084)
AT1G40083	3767141	Arabidopsis thaliana	hypothetical protein(AT1G40083)
AT1G40081	3767140	Arabidopsis thaliana	hypothetical protein(AT1G40081)
AT1G40080	840716	Arabidopsis thaliana	hypothetical protein(AT1G40080)
AT2G38410	818422	Arabidopsis thaliana	ENTH/VHS/GAT family protein(AT2G38410)
AT1G64090	842713	Arabidopsis thaliana	Reticulan like protein B3(RTNLB3)
AT4G24350	828538	Arabidopsis thaliana	Phosphorylase superfamily protein(AT4G24350)
AT4G14980	827157	Arabidopsis thaliana	Cysteine/Histidine-rich C1 domain family protein(AT4G14980)
AT4G12320	826841	Arabidopsis thaliana	cytochrome P450, family 706, subfamily A, polypeptide 6(CYP706A6)
AT2G02498	7922322	Arabidopsis thaliana	transmembrane protein(AT2G02498)
AT1G52060	841635	Arabidopsis thaliana	Mannose-binding lectin superfamily protein(AT1G52060)
AT4G38990	830054	Arabidopsis thaliana	glycosyl hydrolase 9B16(GH9B16)
AT1G76070	843939	Arabidopsis thaliana	hypothetical protein(AT1G76070)
AT2G26460	817187	Arabidopsis thaliana	RED family protein(SMU2)
AT2G02490	814778	Arabidopsis thaliana	transmembrane protein(AT2G02490)
AT4G00330	828125	Arabidopsis thaliana	calmodulin-binding receptor-like cytoplasmic kinase 2(CRCK2)
AT1G40079	3767139	Arabidopsis thaliana	miscRNA(AT1G40079)
AT1G40078	3767138	Arabidopsis thaliana	miscRNA(AT1G40078)
AT4G02990	828116	Arabidopsis thaliana	Mitochondrial transcription termination factor family protein(BSM)
AT1G76090	843941	Arabidopsis thaliana	sterol methyltransferase 3(SMT3)
AT1G40077	3767137	Arabidopsis thaliana	hypothetical protein(AT1G40077)
AT1G40076	3767176	Arabidopsis thaliana	hypothetical protein(AT1G40076)
AT4G00335	828093	Arabidopsis thaliana	RING-H2 finger B1A(RHB1A)
AT1G40075	3767136	Arabidopsis thaliana	hypothetical protein(AT1G40075)
AT1G40074	3767135	Arabidopsis thaliana	hypothetical protein(AT1G40074)
AT1G40073	3767134	Arabidopsis thaliana	hypothetical protein(AT1G40073)
AT1G40072	3767133	Arabidopsis thaliana	hypothetical protein(AT1G40072)
AT1G40071	3767132	Arabidopsis thaliana	hypothetical protein(AT1G40071)
AT2G14475	3768495	Arabidopsis thaliana	miscRNA(AT2G14475)
AT1G40070	3767131	Arabidopsis thaliana	hypothetical protein(AT1G40070)
AT2G38420	818423	Arabidopsis thaliana	Pentatricopeptide repeat (PPR) superfamily protein(AT2G38420)
AT2G14470	3768494	Arabidopsis thaliana	hypothetical protein(AT2G14470)
AT4G12310	826840	Arabidopsis thaliana	cytochrome P450, family 706, subfamily A, polypeptide 5(CYP706A5)
AT4G14970	827156	Arabidopsis thaliana	fanconi anemia group D2 protein(AT4G14970)
AT2G26455	3768592	Arabidopsis thaliana	miscRNA(AT2G26455)
AT1G52050	841634	Arabidopsis thaliana	Mannose-binding lectin superfamily protein(AT1G52050)
AT1G76080	843940	Arabidopsis thaliana	chloroplastic drought-induced stress protein of 32 kD(CDSP32)
AT2G26450	817185	Arabidopsis thaliana	Plant invertase/pectin methylesterase inhibitor superfamily(AT2G26450)
AT4G00320	827939	Arabidopsis thaliana	F-box/RNI-like superfamily protein(AT4G00320)
AT4G02980	828120	Arabidopsis thaliana	endoplasmic reticulum auxin binding protein 1(ABP1)
AT2G26490	817190	Arabidopsis thaliana	Transducin/WD40 repeat-like superfamily protein(AT2G26490)
AT1G64035	3767626	Arabidopsis thaliana	miscRNA(AT1G64035)
AT1G66690	842987	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G66690)
AT2G38470	818429	Arabidopsis thaliana	WRKY DNA-binding protein 33(WRKY33)
AT1G64030	842706	Arabidopsis thaliana	serpin 3(SRP3)
AT4G24370	828539	Arabidopsis thaliana	hypothetical protein(AT4G24370)
AT4G14960	827154	Arabidopsis thaliana	Tubulin/FtsZ family protein(TUA6)
AT4G36350	829787	Arabidopsis thaliana	purple acid phosphatase 25(PAP25)
AT2G38480	818430	Arabidopsis thaliana	Uncharacterized protein family (UPF0497)(AT2G38480)
AT4G12300	826839	Arabidopsis thaliana	cytochrome P450, family 706, subfamily A, polypeptide 4(CYP706A4)
AT4G14965	827155	Arabidopsis thaliana	membrane-associated progesterone binding protein 4(MAPR4)
AT1G78670	844203	Arabidopsis thaliana	gamma-glutamyl hydrolase 3(GGH3)
AT1G76010	843932	Arabidopsis thaliana	Alba DNA/RNA-binding protein(AT1G76010)
AT2G26480	817189	Arabidopsis thaliana	UDP-glucosyl transferase 76D1(UGT76D1)
AT4G02970	828121	Arabidopsis thaliana	7SL RNA1(AT7SL-1)
AT4G00310	827417	Arabidopsis thaliana	Putative membrane lipoprotein(EDA8)
AT1G64040	842708	Arabidopsis thaliana	type one serine/threonine protein phosphatase 3(TOPP3)
AT4G24380	828540	Arabidopsis thaliana	dihydrofolate reductase(AT4G24380)
AT2G14490	28718268	Arabidopsis thaliana	miscRNA(AT2G14490)
AT4G14950	827153	Arabidopsis thaliana	SNARE associated Golgi protein family(KMS1)
AT4G36360	829788	Arabidopsis thaliana	beta-galactosidase 3(BGAL3)
AT2G38490	818431	Arabidopsis thaliana	CBL-interacting Serine/Threonine-kinase(CIPK22)
AT1G78680	844204	Arabidopsis thaliana	gamma-glutamyl hydrolase 2(GGH2)
AT1G76020	843933	Arabidopsis thaliana	Thioredoxin superfamily protein(AT1G76020)
AT4G00315	827929	Arabidopsis thaliana	F-box/RNI-like/FBD-like domains-containing protein(AT4G00315)
AT2G26470	817188	Arabidopsis thaliana	embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein(AT2G26470)
AT4G02960	3769842	Arabidopsis thaliana	hypothetical protein(RE2)
AT4G00300	28719430	Arabidopsis thaliana	receptor-like kinase(AT4G00300)
AT2G38450	818426	Arabidopsis thaliana	Sel1 repeat protein(AT2G38450)
AT1G64050	842709	Arabidopsis thaliana	hypothetical protein(AT1G64050)
AT4G24390	828541	Arabidopsis thaliana	RNI-like superfamily protein(AFB4)
AT4G36370	829789	Arabidopsis thaliana	hypothetical protein(AT4G36370)
AT4G14940	827152	Arabidopsis thaliana	amine oxidase 1(AO1)
AT4G00305	827340	Arabidopsis thaliana	RING/U-box superfamily protein(AT4G00305)
AT1G76030	843934	Arabidopsis thaliana	ATPase, V1 complex, subunit B protein(VAB1)
AT1G78690	844205	Arabidopsis thaliana	Phospholipid/glycerol acyltransferase family protein(At1g78690p)
AT1G64065	2745848	Arabidopsis thaliana	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT1G64065)
AT4G02950	828123	Arabidopsis thaliana	Ubiquitin family protein(AT4G02950)
AT2G38460	818427	Arabidopsis thaliana	iron regulated 1(IREG1)
AT2G38465	818428	Arabidopsis thaliana	hypothetical protein(AT2G38465)
AT1G64060	842710	Arabidopsis thaliana	respiratory burst oxidase protein F(RBOH F)
AT4G36380	829790	Arabidopsis thaliana	Cytochrome P450 superfamily protein(ROT3)
AT4G14930	827151	Arabidopsis thaliana	Survival protein SurE-like phosphatase/nucleotidase(AT4G14930)
AT1G76040	843936	Arabidopsis thaliana	calcium-dependent protein kinase 29(CPK29)
AT1G52090	841639	Arabidopsis thaliana	hypothetical protein(AT1G52090)
AT3G27590	822381	Arabidopsis thaliana	reverse transcriptase family protein(AT3G27590)
AT5G23730	832438	Arabidopsis thaliana	Transducin/WD40 repeat-like superfamily protein(RUP2)
AT1G03080	838350	Arabidopsis thaliana	kinase interacting (KIP1-like) family protein(NET1D)
AT4G02940	828132	Arabidopsis thaliana	oxidoreductase, 2OG-Fe(II) oxygenase family protein(AT4G02940)
AT1G66650	842983	Arabidopsis thaliana	Protein with RING/U-box and TRAF-like domain(AT1G66650)
AT3G52550	824421	Arabidopsis thaliana	transcription repressor OFP15-like protein(AT3G52550)
AT5G35715	833546	Arabidopsis thaliana	cytochrome P450, family 71, subfamily B, polypeptide 8(CYP71B8)
AT5G45080	834539	Arabidopsis thaliana	phloem protein 2-A6(PP2-A6)
AT1G27050	839594	Arabidopsis thaliana	homeobox leucine zipper protein(AT1G27050)
AT5G45085	3771436	Arabidopsis thaliana	hypothetical protein(AT5G45085)
AT5G45082	3771435	Arabidopsis thaliana	hypothetical protein(AT5G45082)
AT5G11740	831046	Arabidopsis thaliana	arabinogalactan protein 15(AGP15)
AT5G35710	3771292	Arabidopsis thaliana	hypothetical protein(AT5G35710)
AT4G14920	827150	Arabidopsis thaliana	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein(AT4G14920)
AT1G52000	841629	Arabidopsis thaliana	Mannose-binding lectin superfamily protein(AT1G52000)
AT1G78630	844199	Arabidopsis thaliana	Ribosomal protein L13 family protein(emb1473)
AT1G27045	10723019	Arabidopsis thaliana	Homeobox-leucine zipper protein family(ATHB54)
AT4G36390	829791	Arabidopsis thaliana	Methylthiotransferase(AT4G36390)
AT1G54660	28717355	Arabidopsis thaliana	miscRNA(AT1G54660)
AT1G42680	840876	Arabidopsis thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G42680)
AT5G57060	835810	Arabidopsis thaliana	60S ribosomal L18a-like protein(AT5G57060)
AT3G52560	824422	Arabidopsis thaliana	ubiquitin E2 variant 1D-4(UEV1D-4)
AT3G27580	822380	Arabidopsis thaliana	Protein kinase superfamily protein(ATPK7)
AT5G23720	832437	Arabidopsis thaliana	dual specificity protein phosphatase family protein(PHS1)
AT1G64000	842703	Arabidopsis thaliana	WRKY DNA-binding protein 56(WRKY56)
AT4G02930	828134	Arabidopsis thaliana	GTP binding Elongation factor Tu family protein(AT4G02930)
AT1G03070	839581	Arabidopsis thaliana	Bax inhibitor-1 family protein(AT1G03070)
AT1G30690	839949	Arabidopsis thaliana	Sec14p-like phosphatidylinositol transfer family protein(AT1G30690)
AT3G52561	6241261	Arabidopsis thaliana	hypothetical protein(AT3G52561)
AT1G66660	842984	Arabidopsis thaliana	Protein with RING/U-box and TRAF-like domain(AT1G66660)
AT1G27060	839595	Arabidopsis thaliana	Regulator of chromosome condensation (RCC1) family protein(AT1G27060)
